xhb,0,602,0,,0,Frequency,Cumulative %
siv,0,602,,,,,
hjk,56,602,,,,,
hjq,0,602,,,,,
hjp,0,602,,,,,
sj,0,602,,,,,
siu,29,602,,,,,
six,3,602,,,,,
hjn,17,602,,,,,
hjw,0,602,,,,,
sj3,0,602,,,,,
hjv,4,602,,,,,
sjb,1,602,,,,,
sjc,2,602,,,,,
hjy,29,602,,,,,
sj2,11,602,,,,,
hk,106,602,,,,,
sja,5,602,,,,,
sjd,0,602,,,,,
hjz,4,602,,,,,
sjh,0,602,,,,,
hk4,152,602,,,,,
hkg,0,602,,,,,
sjg,2,602,,,,,
sjf,69,602,,,,,
hk3,158,602,,,,,
hkb,0,602,,,,,
sjp,0,602,,,,,
sjm,1,602,,,,,
hkh,1,602,,,,,
sjk,6,602,,,,,
hk2,3,602,,,,,
sjj,11,602,,,,,
hkk,256,602,,,,,
hkl,50,602,,,,,
hkp,0,602,,,,,
sjt,0,602,,,,,
sjr,2,602,,,,,
sjs,1,602,,,,,
hkx,0,602,,,,,
hkm,4,602,,,,,
sjq,134,602,,,,,
hl1,0,602,,,,,
sjz,0,602,,,,,
hkw,216,602,,,,,
sjw,32,602,,,,,
hlc,0,602,,,,,
sjv,36,602,,,,,
hl,14,602,,,,,
sk1,0,602,,,,,
hlh,0,602,,,,,
hl4,134,602,,,,,
sjy,350,602,,,,,
sk4,0,602,,,,,
hll,1,602,,,,,
hlj,1,602,,,,,
sk3,1,602,,,,,
hle,334,602,,,,,
sk,167,602,,,,,
sk6,0,602,,,,,
hli,166,602,,,,,
hlm,0,602,,,,,
skd,0,602,,,,,
sk2,45,602,,,,,
sk5,184,602,,,,,
hlw,0,602,,,,,
ske,0,602,,,,,
hlq,9,602,,,,,
hly,0,602,,,,,
hlx,1,602,,,,,
ski,1,602,,,,,
hln,18,602,,,,,
hlr,56,602,,,,,
skj,0,602,,,,,
skk,0,602,,,,,
hm,0,602,,,,,
skg,2,602,,,,,
skm,0,602,,,,,
hm8,3,602,,,,,
skl,1,602,,,,,
hmb,5,602,,,,,
hma,3,602,,,,,
skr,0,602,,,,,
hmd,1,602,,,,,
hmc,85,602,,,,,
hmf,0,602,,,,,
skp,3,602,,,,,
skq,19,602,,,,,
sku,0,602,,,,,
hmj,9,602,,,,,
sks,4,602,,,,,
sl,0,602,,,,,
sky,0,602,,,,,
skt,8,602,,,,,
slc,0,602,,,,,
slg,0,602,,,,,
sl1,0,602,,,,,
skv,3,602,,,,,
skw,89,602,,,,,
slk,0,602,,,,,
skz,26,602,,,,,
sln,1,602,,,,,
slh,232,602,,,,,
slv,0,602,,,,,
sli,127,602,,,,,
sly,1,602,,,,,
slo,44,602,,,,,
slj,41,602,,,,,
sls,11,602,,,,,
slt,18,602,,,,,
sm5,0,602,,,,,
sma,0,602,,,,,
slz,88,602,,,,,
smb,0,602,,,,,
sm0,29,602,,,,,
sm2,2,602,,,,,
sm,1,602,,,,,
smk,1,602,,,,,
sml,0,602,,,,,
smm,1,602,,,,,
smp,0,602,,,,,
smg,6,602,,,,,
smj,1,602,,,,,
smh,1,602,,,,,
smi,19,602,,,,,
sms,0,602,,,,,
smf,31,602,,,,,
smy,0,602,,,,,
snk,0,602,,,,,
smn,10,602,,,,,
sn,0,602,,,,,
smt,15,602,,,,,
sna,0,602,,,,,
smx,9,602,,,,,
snh,0,602,,,,,
sng,1,602,,,,,
hml,0,602,,,,,
snq,0,602,,,,,
hmt,0,602,,,,,
hmp,0,602,,,,,
hmm,7,602,,,,,
hms,0,602,,,,,
hnr,0,602,,,,,
hmw,0,602,,,,,
hnk,0,602,,,,,
hmy,1,602,,,,,
hnn,0,602,,,,,
hn,0,602,,,,,
hmz,260,602,,,,,
hnt,0,602,,,,,
ho2,0,602,,,,,
hny,0,602,,,,,
hnp,21,602,,,,,
hog,0,602,,,,,
hoc,3,602,,,,,
ho,1,602,,,,,
hnw,12,602,,,,,
hoi,0,602,,,,,
hon,0,602,,,,,
hol,0,602,,,,,
hod,11,602,,,,,
hoa,79,602,,,,,
hok,0,602,,,,,
hoh,1,602,,,,,
hom,3,602,,,,,
hop,0,602,,,,,
hou,0,602,,,,,
hor,0,602,,,,,
hoz,1,602,,,,,
hoy,0,602,,,,,
hp2,0,602,,,,,
hoo,82,602,,,,,
how,2,602,,,,,
hov,50,602,,,,,
hpy,0,602,,,,,
hpc,0,602,,,,,
hpp,0,602,,,,,
hp,38,602,,,,,
hps,1,602,,,,,
hpz,0,602,,,,,
hpq,54,602,,,,,
hq,129,602,,,,,
hpa,18,602,,,,,
sns,0,602,,,,,
hpf,360,602,,,,,
hql,0,602,,,,,
sob,0,602,,,,,
hq2,0,602,,,,,
so,4,602,,,,,
sof,0,602,,,,,
hqu,0,602,,,,,
soc,0,602,,,,,
snv,83,602,,,,,
soh,0,602,,,,,
hq0,9,602,,,,,
soj,0,602,,,,,
hqt,9,602,,,,,
hqr,25,602,,,,,
hqy,0,602,,,,,
hqx,5,602,,,,,
soi,0,602,,,,,
hr2,0,602,,,,,
hr3,0,602,,,,,
hr,0,602,,,,,
hrc,0,602,,,,,
som,2,602,,,,,
hrg,0,602,,,,,
sop,0,602,,,,,
son,150,602,,,,,
sol,153,602,,,,,
sou,1,602,,,,,
hrl,1,602,,,,,
hrm,0,602,,,,,
hrj,66,602,,,,,
soo,108,602,,,,,
hrs,1,602,,,,,
sov,0,602,,,,,
sos,4,602,,,,,
sp2,0,602,,,,,
hrz,0,602,,,,,
sp,1,602,,,,,
sp9,1,602,,,,,
hrw,8,602,,,,,
hs,0,602,,,,,
hsa,0,602,,,,,
hrp,8,602,,,,,
spc,0,602,,,,,
hry,5,602,,,,,
sow,97,602,,,,,
soy,267,602,,,,,
spd,0,602,,,,,
hsb,1,602,,,,,
spe,0,602,,,,,
spf,0,602,,,,,
hsc,0,602,,,,,
hsf,0,602,,,,,
hsi,0,602,,,,,
hsj,1,602,,,,,
spk,52,602,,,,,
hsh,69,602,,,,,
spn,0,602,,,,,
hsm,0,602,,,,,
spr,1,602,,,,,
spl,0,602,,,,,
hsq,0,602,,,,,
sps,0,602,,,,,
spt,0,602,,,,,
spp,14,602,,,,,
hsu,0,602,,,,,
hss,96,602,,,,,
hsv,1,602,,,,,
sq,0,602,,,,,
sqd,0,602,,,,,
hst,51,602,,,,,
spz,0,602,,,,,
hsw,0,602,,,,,
hsp,44,602,,,,,
spx,43,602,,,,,
spy,5,602,,,,,
hsx,0,602,,,,,
sqf,0,602,,,,,
htf,0,602,,,,,
sqq,0,602,,,,,
sqx,0,602,,,,,
sqy,0,602,,,,,
sqh,4,602,,,,,
hth,0,602,,,,,
hsy,122,602,,,,,
htg,3,602,,,,,
sr2,0,602,,,,,
ht,6,602,,,,,
htc,149,602,,,,,
sr,0,602,,,,,
hts,0,602,,,,,
htn,5,602,,,,,
htt,0,602,,,,,
htl,17,602,,,,,
sra,234,602,,,,,
src,59,602,,,,,
srd,0,602,,,,,
srf,0,602,,,,,
sre,3,602,,,,,
htw,42,602,,,,,
htz,308,602,,,,,
hty,0,602,,,,,
srg,12,602,,,,,
srl,0,602,,,,,
hu3,2,602,,,,,
sri,19,602,,,,,
hu2,17,602,,,,,
hu,65,602,,,,,
srn,0,602,,,,,
srk,49,602,,,,,
srm,11,602,,,,,
hu4,161,602,,,,,
hu5,0,602,,,,,
srs,1,602,,,,,
hua,0,602,,,,,
srv,0,602,,,,,
srp,7,602,,,,,
sry,0,602,,,,,
sru,3,602,,,,,
hu8,1,602,,,,,
hub,0,602,,,,,
hu6,24,602,,,,,
srt,0,602,,,,,
hu7,8,602,,,,,
hue,0,602,,,,,
hu9,241,602,,,,,
hug,0,602,,,,,
ss5,0,602,,,,,
hud,48,602,,,,,
ss,117,602,,,,,
ss6,0,602,,,,,
ss4,6,602,,,,,
ss2,143,602,,,,,
hui,38,602,,,,,
ss3,108,602,,,,,
huj,0,602,,,,,
huk,0,602,,,,,
huh,0,602,,,,,
hun,0,602,,,,,
hum,0,602,,,,,
ss7,0,602,,,,,
ssb,0,602,,,,,
huo,0,602,,,,,
ssg,0,602,,,,,
ssa,62,602,,,,,
huq,0,602,,,,,
hur,0,602,,,,,
hux,0,602,,,,,
ssd,0,602,,,,,
ssk,0,602,,,,,
ssj,0,602,,,,,
ssm,1,602,,,,,
huy,0,602,,,,,
ssn,0,602,,,,,
ssh,34,602,,,,,
ssp,0,602,,,,,
sss,0,602,,,,,
huu,104,602,,,,,
huz,5,602,,,,,
ssr,0,602,,,,,
ssq,158,602,,,,,
hvv,0,602,,,,,
sst,0,602,,,,,
hv,151,602,,,,,
hvt,0,602,,,,,
ssu,0,602,,,,,
ssw,0,602,,,,,
hvn,39,602,,,,,
hw1,0,602,,,,,
hvc,80,602,,,,,
hw,3,602,,,,,
st3,1,602,,,,,
ssy,295,602,,,,,
hw5,0,602,,,,,
st8,2,602,,,,,
st2,19,602,,,,,
hwc,22,602,,,,,
st,38,602,,,,,
hwa,155,602,,,,,
stb,1,602,,,,,
hwd,126,602,,,,,
hwf,398,602,,,,,
sta,5,602,,,,,
hwb,5,602,,,,,
ste,0,602,,,,,
hwh,63,602,,,,,
hwj,0,602,,,,,
hwg,106,602,,,,,
hwl,0,602,,,,,
hwi,7,602,,,,,
std,90,602,,,,,
sth,3,602,,,,,
stk,9,602,,,,,
hwq,0,602,,,,,
hwm,12,602,,,,,
stq,18,602,,,,,
hwp,29,602,,,,,
sts,1,602,,,,,
stt,0,602,,,,,
stp,80,602,,,,,
str,0,602,,,,,
stu,0,602,,,,,
hww,57,602,,,,,
hwu,137,602,,,,,
hx9,0,602,,,,,
hwy,10,602,,,,,
sty,4,602,,,,,
hx,30,602,,,,,
su2,18,602,,,,,
hxb,3,602,,,,,
stx,3,602,,,,,
su4,0,602,,,,,
su,27,602,,,,,
hxd,0,602,,,,,
hxc,16,602,,,,,
hx2,216,602,,,,,
su3,0,602,,,,,
su6,0,602,,,,,
hxk,0,602,,,,,
su7,0,602,,,,,
su5,5,602,,,,,
hxg,8,602,,,,,
sua,0,602,,,,,
hxn,2,602,,,,,
hxl,7,602,,,,,
su8,6,602,,,,,
hxr,0,602,,,,,
su9,17,602,,,,,
hxp,1,602,,,,,
sud,0,602,,,,,
hxq,0,602,,,,,
hxh,333,602,,,,,
hxm,91,602,,,,,
suf,0,602,,,,,
suc,30,602,,,,,
sub,24,602,,,,,
hxt,0,602,,,,,
sul,0,602,,,,,
suh,1,602,,,,,
sui,1,602,,,,,
sue,98,602,,,,,
sum,1,602,,,,,
hxz,4,602,,,,,
hxy,5,602,,,,,
hxx,16,602,,,,,
suk,144,602,,,,,
hxu,277,602,,,,,
hy4,0,602,,,,,
sup,0,602,,,,,
hy3,0,602,,,,,
suo,3,602,,,,,
sun,6,602,,,,,
hxw,97,602,,,,,
sus,0,602,,,,,
hy,15,602,,,,,
hy2,18,602,,,,,
hyd,0,602,,,,,
sur,6,602,,,,,
suu,0,602,,,,,
hyf,0,602,,,,,
hyc,54,602,,,,,
hy5,22,602,,,,,
suw,0,602,,,,,
hyg,0,602,,,,,
sv4,0,602,,,,,
hye,2,602,,,,,
suz,0,602,,,,,
svb,1,602,,,,,
hyk,1,602,,,,,
sv,70,602,,,,,
hyh,2,602,,,,,
hyj,46,602,,,,,
hyl,6,602,,,,,
svd,8,602,,,,,
svg,0,602,,,,,
hyn,46,602,,,,,
sve,36,602,,,,,
svc,97,602,,,,,
hym,213,602,,,,,
svs,0,602,,,,,
hyo,64,602,,,,,
svj,9,602,,,,,
hyt,0,602,,,,,
hyp,263,602,,,,,
svh,237,602,,,,,
hyq,11,602,,,,,
svm,20,602,,,,,
svv,1,602,,,,,
hys,0,602,,,,,
hyy,0,602,,,,,
svz,6,602,,,,,
sw9,3,602,,,,,
sw1,135,602,,,,,
swc,0,602,,,,,
hyw,8,602,,,,,
hz,0,602,,,,,
hyu,25,602,,,,,
hyx,138,602,,,,,
sw,3,602,,,,,
hyz,0,602,,,,,
hz2,1,602,,,,,
hz6,0,602,,,,,
swe,2,602,,,,,
hz3,6,602,,,,,
swj,6,602,,,,,
swh,20,602,,,,,
swa,3,602,,,,,
hzb,15,602,,,,,
hzf,0,602,,,,,
hzg,0,602,,,,,
swk,0,602,,,,,
swn,3,602,,,,,
swm,0,602,,,,,
hzc,67,602,,,,,
swq,70,602,,,,,
hzl,0,602,,,,,
swu,5,602,,,,,
sww,37,602,,,,,
swr,5,602,,,,,
hzi,40,602,,,,,
swy,21,602,,,,,
hzj,8,602,,,,,
hzk,179,602,,,,,
hzh,35,602,,,,,
swx,4,602,,,,,
sx,0,602,,,,,
sx0,0,602,,,,,
hzq,2,602,,,,,
hzr,0,602,,,,,
hzs,0,602,,,,,
swz,10,602,,,,,
sxb,64,602,,,,,
hzw,0,602,,,,,
sxg,0,602,,,,,
hzp,242,602,,,,,
sxj,0,602,,,,,
hzz,2,602,,,,,
sxc,0,602,,,,,
hzt,1,602,,,,,
hzy,47,602,,,,,
i,0,602,,,,,
sxd,18,602,,,,,
sxh,62,602,,,,,
hzx,1,602,,,,,
sxl,58,602,,,,,
i07,0,602,,,,,
sxk,30,602,,,,,
i1,1,602,,,,,
sxm,0,602,,,,,
i1d,0,602,,,,,
i2,1,602,,,,,
i20,1,602,,,,,
sxx,0,602,,,,,
i8i,0,602,,,,,
i3,0,602,,,,,
sxn,2,602,,,,,
sxw,3,602,,,,,
sxq,3,602,,,,,
sxy,0,602,,,,,
iak,0,602,,,,,
sxu,36,602,,,,,
sxs,18,602,,,,,
sya,0,602,,,,,
sy2,0,602,,,,,
syc,0,602,,,,,
syf,0,602,,,,,
i8o,43,602,,,,,
syd,5,602,,,,,
sye,0,602,,,,,
i2l,88,602,,,,,
sy,440,602,,,,,
sxz,4,602,,,,,
sy9,1,602,,,,,
syh,32,602,,,,,
syj,1,602,,,,,
i90,39,602,,,,,
syr,0,602,,,,,
syq,0,602,,,,,
syg,15,602,,,,,
syk,2,602,,,,,
sym,9,602,,,,,
syw,2,602,,,,,
syl,148,602,,,,,
syt,0,602,,,,,
syy,59,602,,,,,
sys,492,602,,,,,
syx,0,602,,,,,
syz,0,602,,,,,
syn,77,602,,,,,
sz2,2,602,,,,,
syu,2,602,,,,,
szf,0,602,,,,,
szd,1,602,,,,,
szm,0,602,,,,,
szr,0,602,,,,,
szw,0,602,,,,,
szu,0,602,,,,,
sz,180,602,,,,,
szy,0,602,,,,,
sze,0,602,,,,,
szt,451,602,,,,,
szz,0,602,,,,,
szp,58,602,,,,,
szx,361,602,,,,,
szh,197,602,,,,,
szq,10,602,,,,,
t,105,602,,,,,
t11,0,602,,,,,
t1,11,602,,,,,
ian,0,602,,,,,
t13,10,602,,,,,
t01,91,602,,,,,
iam,0,602,,,,,
t2,0,602,,,,,
ic3,0,602,,,,,
ib5,0,602,,,,,
ib,0,602,,,,,
t10,235,602,,,,,
ibn,0,602,,,,,
ice,0,602,,,,,
t0b,0,602,,,,,
ich,0,602,,,,,
ida,0,602,,,,,
ic,8,602,,,,,
ico,12,602,,,,,
id,0,602,,,,,
icg,0,602,,,,,
ica,20,602,,,,,
idk,0,602,,,,,
icy,0,602,,,,,
ics,5,602,,,,,
ids,0,602,,,,,
idj,15,602,,,,,
icd,17,602,,,,,
ide,4,602,,,,,
ido,0,602,,,,,
idy,0,602,,,,,
ieb,3,602,,,,,
ieg,34,602,,,,,
ier,0,602,,,,,
ifb,0,602,,,,,
ien,0,602,,,,,
ifg,0,602,,,,,
ife,0,602,,,,,
iea,86,602,,,,,
ieh,3,602,,,,,
ie,57,602,,,,,
if,223,602,,,,,
ify,0,602,,,,,
igp,0,602,,,,,
igh,0,602,,,,,
ifz,8,602,,,,,
igb,8,602,,,,,
igi,0,602,,,,,
ige,1,602,,,,,
igm,6,602,,,,,
ih,0,602,,,,,
igz,1,602,,,,,
ihs,0,602,,,,,
iga,106,602,,,,,
t21,0,602,,,,,
ihh,14,602,,,,,
ihw,7,602,,,,,
iie,0,602,,,,,
iho,31,602,,,,,
t4,0,602,,,,,
t3,1,602,,,,,
t27,15,602,,,,,
ta,0,602,,,,,
t43,0,602,,,,,
t5,0,602,,,,,
ta2,0,602,,,,,
ij1,0,602,,,,,
iii,2,602,,,,,
iin,78,602,,,,,
ijh,0,602,,,,,
tad,16,602,,,,,
ij,104,602,,,,,
tab,11,602,,,,,
ij7,5,602,,,,,
ik,0,602,,,,,
tac,252,602,,,,,
ijk,26,602,,,,,
tah,0,602,,,,,
tai,0,602,,,,,
ijn,143,602,,,,,
tae,203,602,,,,,
ike,0,602,,,,,
taj,160,602,,,,,
ikc,4,602,,,,,
ik2,11,602,,,,,
tak,0,602,,,,,
iko,0,602,,,,,
ila,0,602,,,,,
ile,0,602,,,,,
tar,0,602,,,,,
tal,132,602,,,,,
ikm,19,602,,,,,
tap,1,602,,,,,
tam,13,602,,,,,
ili,0,602,,,,,
iku,8,602,,,,,
tan,16,602,,,,,
tao,235,602,,,,,
il,5,602,,,,,
tay,2,602,,,,,
ilj,16,602,,,,,
tax,1,602,,,,,
tau,0,602,,,,,
ill,0,602,,,,,
taz,0,602,,,,,
ime,0,602,,,,,
tat,1,602,,,,,
im,0,602,,,,,
ilz,1,602,,,,,
tb,0,602,,,,,
imi,0,602,,,,,
imj,0,602,,,,,
ims,0,602,,,,,
tbg,0,602,,,,,
tbb,0,602,,,,,
tbr,0,602,,,,,
imt,1,602,,,,,
tbp,32,602,,,,,
imv,0,602,,,,,
tbl,37,602,,,,,
imp,4,602,,,,,
iml,267,602,,,,,
ina,0,602,,,,,
tc3,1,602,,,,,
tc2,2,602,,,,,
tc,23,602,,,,,
tbs,0,602,,,,,
imy,12,602,,,,,
inc,1,602,,,,,
tbx,147,602,,,,,
ind,0,602,,,,,
tbu,143,602,,,,,
tc4,0,602,,,,,
in,17,602,,,,,
tca,0,602,,,,,
ing,2,602,,,,,
tcc,0,602,,,,,
ink,1,602,,,,,
tci,0,602,,,,,
inh,237,602,,,,,
int,87,602,,,,,
tcl,22,602,,,,,
tcj,58,602,,,,,
inv,88,602,,,,,
inu,7,602,,,,,
tco,4,602,,,,,
io,0,602,,,,,
inx,0,602,,,,,
inf,159,602,,,,,
tcq,117,602,,,,,
tcz,0,602,,,,,
tdd,0,602,,,,,
tcr,3,602,,,,,
tda,2,602,,,,,
iot,0,602,,,,,
td,0,602,,,,,
tcs,16,602,,,,,
ip,0,602,,,,,
ion,17,602,,,,,
ipj,0,602,,,,,
tdk,0,602,,,,,
tdh,27,602,,,,,
te,0,602,,,,,
tdw,0,602,,,,,
tdt,0,602,,,,,
ios,10,602,,,,,
ipl,241,602,,,,,
ipy,3,602,,,,,
iqq,2,602,,,,,
tdo,45,602,,,,,
iq0,5,602,,,,,
ipt,237,602,,,,,
tea,0,602,,,,,
iqz,3,602,,,,,
ir,0,602,,,,,
irf,0,602,,,,,
tec,0,602,,,,,
ted,0,602,,,,,
tee,0,602,,,,,
teh,0,602,,,,,
iri,1,602,,,,,
tei,1,602,,,,,
ira,15,602,,,,,
iro,0,602,,,,,
irn,26,602,,,,,
irk,14,602,,,,,
ten,0,602,,,,,
tej,9,602,,,,,
tek,4,602,,,,,
isb,0,602,,,,,
tes,0,602,,,,,
isd,2,602,,,,,
ish,0,602,,,,,
isa,10,602,,,,,
tev,0,602,,,,,
teo,6,602,,,,,
tey,1,602,,,,,
isl,0,602,,,,,
isi,19,602,,,,,
iso,0,602,,,,,
tfy,0,602,,,,,
iss,0,602,,,,,
tf,60,602,,,,,
tfg,19,602,,,,,
ism,28,602,,,,,
tfb,147,602,,,,,
isu,0,602,,,,,
ist,172,602,,,,,
tfu,53,602,,,,,
tge,0,602,,,,,
itg,0,602,,,,,
it2,0,602,,,,,
tg,5,602,,,,,
ito,1,602,,,,,
tgn,4,602,,,,,
tgy,0,602,,,,,
tgo,1,602,,,,,
its,0,602,,,,,
iti,4,602,,,,,
itq,2,602,,,,,
itu,0,602,,,,,
thb,0,602,,,,,
thf,0,602,,,,,
th,19,602,,,,,
th2,12,602,,,,,
tgu,70,602,,,,,
thi,0,602,,,,,
iu,0,602,,,,,
iv,0,602,,,,,
ius,20,602,,,,,
the,3,602,,,,,
ium,8,602,,,,,
iuu,150,602,,,,,
iva,7,602,,,,,
thu,0,602,,,,,
thl,115,602,,,,,
tho,0,602,,,,,
thw,0,602,,,,,
ivi,4,602,,,,,
thx,0,602,,,,,
thy,0,602,,,,,
ti,0,602,,,,,
thr,165,602,,,,,
ths,2,602,,,,,
ti2,1,602,,,,,
ti3,0,602,,,,,
thz,12,602,,,,,
tic,0,602,,,,,
ti4,2,602,,,,,
tig,1,602,,,,,
tie,40,602,,,,,
ti5,15,602,,,,,
tia,151,602,,,,,
tik,5,602,,,,,
tiu,0,602,,,,,
tio,0,602,,,,,
tif,271,602,,,,,
tiq,0,602,,,,,
tiw,1,602,,,,,
tim,361,602,,,,,
tir,0,602,,,,,
tin,30,602,,,,,
tj2,0,602,,,,,
tjh,0,602,,,,,
tj3,0,602,,,,,
tiz,2,602,,,,,
tj4,0,602,,,,,
tj,40,602,,,,,
tjc,8,602,,,,,
tjl,0,602,,,,,
tjm,0,602,,,,,
tjg,3,602,,,,,
tjp,2,602,,,,,
tjq,3,602,,,,,
tjr,2,602,,,,,
tjx,0,602,,,,,
tjw,6,602,,,,,
tjk,261,602,,,,,
tkc,0,602,,,,,
tjt,1,602,,,,,
tk,0,602,,,,,
tjy,55,602,,,,,
ivn,3,602,,,,,
ivo,0,602,,,,,
iw,0,602,,,,,
ivv,0,602,,,,,
tkb,13,602,,,,,
tkf,2,602,,,,,
iwo,0,602,,,,,
ivy,76,602,,,,,
ivp,169,602,,,,,
iyo,1,602,,,,,
ixp,3,602,,,,,
izt,0,602,,,,,
iyu,1,602,,,,,
iza,0,602,,,,,
ixx,3,602,,,,,
izu,4,602,,,,,
izy,0,602,,,,,
j04,0,602,,,,,
j10,0,602,,,,,
j0n,2,602,,,,,
j,215,602,,,,,
j14,0,602,,,,,
j15,0,602,,,,,
j12,6,602,,,,,
j01,0,602,,,,,
j16,1,602,,,,,
j11,6,602,,,,,
j13,0,602,,,,,
j3,0,602,,,,,
j2t,0,602,,,,,
j2k,25,602,,,,,
j5,0,602,,,,,
j7,0,602,,,,,
j46,0,602,,,,,
j4,0,602,,,,,
j6,2,602,,,,,
j2,12,602,,,,,
j3y,4,602,,,,,
j6t,6,602,,,,,
j8,53,602,,,,,
ja,0,602,,,,,
jah,1,602,,,,,
jac,0,602,,,,,
j77,34,602,,,,,
jae,0,602,,,,,
tkg,0,602,,,,,
j8d,139,602,,,,,
j9,4,602,,,,,
jab,110,602,,,,,
tkj,0,602,,,,,
jad,91,602,,,,,
jag,226,602,,,,,
jaj,0,602,,,,,
tko,2,602,,,,,
tkw,0,602,,,,,
jal,0,602,,,,,
jan,0,602,,,,,
jam,0,602,,,,,
tl3,0,602,,,,,
jak,0,602,,,,,
tkk,3,602,,,,,
jai,79,602,,,,,
tlc,12,602,,,,,
jas,0,602,,,,,
tlg,0,602,,,,,
tli,0,602,,,,,
jao,2,602,,,,,
jar,2,602,,,,,
jat,0,602,,,,,
tle,54,602,,,,,
jau,0,602,,,,,
tld,122,602,,,,,
tl,144,602,,,,,
tlm,0,602,,,,,
jaz,0,602,,,,,
jax,13,602,,,,,
tlu,6,602,,,,,
tm,0,602,,,,,
jay,41,602,,,,,
tmc,1,602,,,,,
tly,6,602,,,,,
jbc,1,602,,,,,
tmd,2,602,,,,,
tma,16,602,,,,,
jb2,61,602,,,,,
tmh,0,602,,,,,
jbl,0,602,,,,,
jbm,0,602,,,,,
jb,114,602,,,,,
tmf,2,602,,,,,
jbt,3,602,,,,,
tmm,0,602,,,,,
jbq,33,602,,,,,
tmi,27,602,,,,,
jc,2,602,,,,,
tmu,37,602,,,,,
jbx,132,602,,,,,
tmp,4,602,,,,,
tms,106,602,,,,,
jbz,17,602,,,,,
jc0,63,602,,,,,
jc2,5,602,,,,,
tmw,15,602,,,,,
jc4,0,602,,,,,
tmx,5,602,,,,,
tmy,0,602,,,,,
jc5,0,602,,,,,
jc3,12,602,,,,,
tn2,0,602,,,,,
jc6,5,602,,,,,
jc7,5,602,,,,,
tmz,4,602,,,,,
tne,0,602,,,,,
jc8,0,602,,,,,
tn,0,602,,,,,
jc9,0,602,,,,,
tnl,0,602,,,,,
tng,41,602,,,,,
tnt,0,602,,,,,
tnv,0,602,,,,,
jce,0,602,,,,,
jcc,170,602,,,,,
tny,1,602,,,,,
to,1,602,,,,,
jcf,1,602,,,,,
jci,1,602,,,,,
to2,0,602,,,,,
jcj,0,602,,,,,
jcd,10,602,,,,,
toh,0,602,,,,,
jcu,0,602,,,,,
toi,0,602,,,,,
tod,1,602,,,,,
jcm,1,602,,,,,
jch,220,602,,,,,
to0,267,602,,,,,
jcw,0,602,,,,,
jck,49,602,,,,,
tob,0,602,,,,,
tor,0,602,,,,,
ton,184,602,,,,,
tos,,,,,,,
tol,0,602,,,,,
jd3,0,602,,,,,
jcx,11,602,,,,,
jd2,2,602,,,,,
too,0,602,,,,,
jd,63,602,,,,,
jcy,14,602,,,,,
tom,121,602,,,,,
top,19,602,,,,,
jdc,0,602,,,,,
tot,0,602,,,,,
jdd,0,602,,,,,
tox,1,602,,,,,
jdi,2,602,,,,,
toz,5,602,,,,,
jdo,2,602,,,,,
jd4,28,602,,,,,
jdg,58,602,,,,,
jds,0,602,,,,,
toy,127,602,,,,,
tou,22,602,,,,,
tp,0,602,,,,,
jdk,4,602,,,,,
jdy,0,602,,,,,
jdu,16,602,,,,,
jdz,0,602,,,,,
tp0,16,602,,,,,
tp2,4,602,,,,,
tpl,214,602,,,,,
tpw,13,602,,,,,
jdw,3,602,,,,,
je,3,602,,,,,
tpz,0,602,,,,,
tq,5,602,,,,,
tqf,0,602,,,,,
jeb,10,602,,,,,
jej,0,602,,,,,
jec,2,602,,,,,
tq2,263,602,,,,,
jef,0,602,,,,,
jed,72,602,,,,,
tqp,0,602,,,,,
tql,17,602,,,,,
tqn,1,602,,,,,
jem,0,602,,,,,
jen,0,602,,,,,
tqy,0,602,,,,,
jee,144,602,,,,,
tqq,169,602,,,,,
tqw,4,602,,,,,
tqt,47,602,,,,,
jeo,15,602,,,,,
tr2,0,602,,,,,
jep,6,602,,,,,
tr,1,602,,,,,
tra,0,602,,,,,
jer,1,602,,,,,
jes,0,602,,,,,
jet,2,602,,,,,
jev,2,602,,,,,
jew,18,602,,,,,
jey,5,602,,,,,
tre,9,602,,,,,
jez,0,602,,,,,
trp,9,602,,,,,
trk,6,602,,,,,
trx,190,602,,,,,
try,85,602,,,,,
jf7,3,602,,,,,
tri,20,602,,,,,
jfb,0,602,,,,,
jff,0,602,,,,,
jf,1,602,,,,,
tsf,0,602,,,,,
tsi,0,602,,,,,
jfi,1,602,,,,,
jfp,0,602,,,,,
jfc,10,602,,,,,
tsk,0,602,,,,,
tse,3,602,,,,,
jfu,1,602,,,,,
ts,130,602,,,,,
jfx,0,602,,,,,
tsl,7,602,,,,,
tsq,1,602,,,,,
tso,43,602,,,,,
tsm,188,602,,,,,
jfy,107,602,,,,,
tsw,1,602,,,,,
jfw,3,602,,,,,
tsz,0,602,,,,,
tss,4,602,,,,,
tt3,0,602,,,,,
tsy,136,602,,,,,
tst,7,602,,,,,
tt4,0,602,,,,,
tt,18,602,,,,,
tta,0,602,,,,,
ttd,0,602,,,,,
ttb,0,602,,,,,
tte,0,602,,,,,
tt2,5,602,,,,,
ttf,0,602,,,,,
tti,0,602,,,,,
ttc,33,602,,,,,
ttr,1,602,,,,,
ttj,0,602,,,,,
tty,0,602,,,,,
tu2,0,602,,,,,
tto,1,602,,,,,
ttm,145,602,,,,,
ttz,6,602,,,,,
tu,26,602,,,,,
